Alfa Romeo,2004,147 1.9 JTD,Italy,Europe,Hatchback ,3,4,1300,100,4,Inline
Alfa Romeo,2004,147 1.6 Twin Spark,Italy,Europe,Hatchback ,3,4,1200,120,4,Inline
Alfa Romeo,2004,147 1.6 Twin Spark,Italy,Europe,Hatchback ,3,4,1200,100,4,Inline
Alfa Romeo,2000,147 1.6 T. Spark,Italy,Europe,Hatchback ,3,4,1200,120,4,Inline
Alfa Romeo,2000,147 1.6 T. Spark,Italy,Europe,Hatchback ,3,4,1200,110,4,Inline
Alfa Romeo,2010,Giulietta 2.0 JTDM Start&Stop,Italy,Europe,Hatchback ,5,5,1300,140,4,Inline
Alfa Romeo,2003,166 3.2 V6 24v,Italy,Europe,Sedan,4,4,1500,240,6,V
Alfa Romeo,2003,166 3.0 V6 24v CAE,Italy,Europe,Sedan,4,4,1600,220,6,V
Alfa Romeo,2003,166 2.5 V6 24v,Italy,Europe,Sedan,4,4,1500,190,6,V
Alfa Romeo,2005,159 3.2 V6 Q4,Italy,Europe,Sedan,4,4,1700,260,6,V
Alfa Romeo,2002,156 GTA,Italy,Europe,Sedan,4,4,1400,250,6,V
Alfa Romeo,2002,156 2.5 V6 24v Q-System,Italy,Europe,Sedan,4,4,1400,190,6,V
Alfa Romeo,2003,156 2.5 V6 24v Q-System,Italy,Europe,Sedan,4,4,1400,190,6,V
Alfa Romeo,2002,156 2.5 V6 24v,Italy,Europe,Sedan,4,4,1400,190,6,V
Alfa Romeo,2003,156 2.5 V6 24v,Italy,Europe,Sedan,4,4,1400,190,6,V
Alfa Romeo,2007,166 JTD M-JET 20V,Italy,Europe,Sedan,4,4,1500,180,5,Inline
Alfa Romeo,2003,166 2.4 JTD 20v CAE,Italy,Europe,Sedan,4,4,1600,170,5,Inline
Alfa Romeo,2003,166 2.4 JTD 20v,Italy,Europe,Sedan,4,4,1500,170,5,Inline
Alfa Romeo,2002,166 2.4 JTD,Italy,Europe,Sedan,4,4,1600,150,5,Inline
Alfa Romeo,2003,166 2.4 JTD,Italy,Europe,Sedan,4,4,1500,150,5,Inline
Alfa Romeo,2007,159 2.4 JTDM Q4,Italy,Europe,Sedan,4,4,1700,210,5,Inline
Alfa Romeo,2005,159 2.4 JTDM,Italy,Europe,Sedan,4,4,1600,200,5,Inline
Alfa Romeo,2003,156 2.4 JTD Multijet,Italy,Europe,Sedan,4,4,1400,170,5,Inline
Alfa Romeo,2002,156 2.4 JTD,Italy,Europe,Sedan,4,4,1400,150,5,Inline
Alfa Romeo,2003,166 TS,Italy,Europe,Sedan,4,4,1400,150,4,Inline
Alfa Romeo,2005,159 2.2 JTS,Italy,Europe,Sedan,4,4,1500,180,4,Inline
Alfa Romeo,2005,159 1.9 JTS,Italy,Europe,Sedan,4,4,1500,160,4,Inline
Alfa Romeo,2007,159 1.9 JTDm 8v (BE),Italy,Europe,Sedan,4,4,1500,110,4,Inline
Alfa Romeo,2007,159 1.9 JTDm 16v (BE) Automatic,Italy,Europe,Sedan,4,4,1500,140,4,Inline
Alfa Romeo,2007,159 1.9 JTDm 16v (BE),Italy,Europe,Sedan,4,4,1500,140,4,Inline
Alfa Romeo,2005,159 1.9 JTDM 16v,Italy,Europe,Sedan,4,4,1500,150,4,Inline
Alfa Romeo,2005,159 1.9 JTDM,Italy,Europe,Sedan,4,4,1500,120,4,Inline
Alfa Romeo,2007,159 1.8 MPI,Italy,Europe,Sedan,4,4,1500,140,4,Inline
Alfa Romeo,2002,156 2.0 JTS,Italy,Europe,Sedan,4,4,1300,170,4,Inline
Alfa Romeo,2003,156 2.0 JTS,Italy,Europe,Sedan,4,4,1300,160,4,Inline
Alfa Romeo,2003,156 1.9 JTD Multijet,Italy,Europe,Sedan,4,4,1300,140,4,Inline
Alfa Romeo,2002,156 1.9 JTD,Italy,Europe,Sedan,4,4,1300,140,4,Inline
Alfa Romeo,2002,156 1.9 JTD,Italy,Europe,Sedan,4,4,1300,110,4,Inline
Alfa Romeo,2003,156 1.9 JTD,Italy,Europe,Sedan,4,4,1300,110,4,Inline
Alfa Romeo,2002,156 1.8 Twin Spark,Italy,Europe,Sedan,4,4,1300,140,4,Inline
Alfa Romeo,2003,156 1.8 Twin Spark,Italy,Europe,Sedan,4,4,1300,140,4,Inline
Alfa Romeo,2002,156 1.6 Twin Spark,Italy,Europe,Sedan,4,4,1300,120,4,Inline
Alfa Romeo,2003,156 1.6 Twin Spark,Italy,Europe,Sedan,4,4,1300,120,4,Inline
Alfa Romeo,2010,159 2.0 JTDM,Italy,Europe,Sedan,4,5,1500,140,4,Inline
Alfa Romeo,2006,159 Sportwagon 3.2 V6 Q4,Italy,Europe,Station Wagon,5,4,1700,260,6,V
Alfa Romeo,2002,156 Sportwagon GTA,Italy,Europe,Station Wagon,5,4,1500,250,6,V
Alfa Romeo,2000,156 Sportwagon 2.5 V6 Q-System,Italy,Europe,Station Wagon,5,4,1400,190,6,V
Alfa Romeo,2002,156 Sportwagon 2.5 V6 24v Q-System,Italy,Europe,Station Wagon,5,4,1400,190,6,V
Alfa Romeo,2003,156 Sportwagon 2.5 V6 24v Q-System,Italy,Europe,Station Wagon,5,4,1400,190,6,V
Alfa Romeo,2002,156 Sportwagon 2.5 V6 24v,Italy,Europe,Station Wagon,5,4,1400,190,6,V
Alfa Romeo,2003,156 Sportwagon 2.5 V6 24v,Italy,Europe,Station Wagon,5,4,1400,190,6,V
Alfa Romeo,2000,156 Sportwagon 2.5 V6 24v,Italy,Europe,Station Wagon,5,4,1400,190,6,V
Alfa Romeo,2007,159 Sportwagon 2.4 JTDM Q4,Italy,Europe,Station Wagon,5,4,1700,210,5,Inline
Alfa Romeo,2006,159 Sportwagon 2.4 JTDm,Italy,Europe,Station Wagon,5,4,1700,200,5,Inline
Alfa Romeo,2003,156 Sportwagon 2.4 JTD Multijet,Italy,Europe,Station Wagon,5,4,1400,170,5,Inline
Alfa Romeo,2002,156 Sportwagon 2.4 JTD,Italy,Europe,Station Wagon,5,4,1400,150,5,Inline
Alfa Romeo,2000,156 Sportwagon 2.4 JTD,Italy,Europe,Station Wagon,5,4,1400,140,5,Inline
Alfa Romeo,2002,Sportwagon 1.9 JTD,Italy,Europe,Station Wagon,5,4,1400,140,4,Inline
Alfa Romeo,2006,159 Sportwagon 2.2 JTS,Italy,Europe,Station Wagon,5,4,1500,180,4,Inline
Alfa Romeo,2006,159 Sportwagon 1.9 JTS,Italy,Europe,Station Wagon,5,4,1500,160,4,Inline
Alfa Romeo,2007,159 Sportwagon 1.9 JTDm 8v (BE),Italy,Europe,Station Wagon,5,4,1600,110,4,Inline
Alfa Romeo,2007,159 Sportwagon 1.9 JTDm 16v (BE) Automatic,Italy,Europe,Station Wagon,5,4,1600,140,4,Inline
Alfa Romeo,2007,159 Sportwagon 1.9 JTDm 16v (BE),Italy,Europe,Station Wagon,5,4,1600,140,4,Inline
Alfa Romeo,2006,159 Sportwagon 1.9 JTDm 16v,Italy,Europe,Station Wagon,5,4,1600,150,4,Inline
Alfa Romeo,2006,159 Sportwagon 1.9 JTDm,Italy,Europe,Station Wagon,5,4,1600,120,4,Inline
Alfa Romeo,2007,159 Sportwagon 1.8 MPI,Italy,Europe,Station Wagon,5,4,1600,140,4,Inline
Alfa Romeo,2000,156 Sportwagon 2.0 T. Spark,Italy,Europe,Station Wagon,5,4,1300,160,4,Inline
Alfa Romeo,2002,156 Sportwagon 2.0 JTS,Italy,Europe,Station Wagon,5,4,1300,170,4,Inline
Alfa Romeo,2003,156 Sportwagon 2.0 JTS,Italy,Europe,Station Wagon,5,4,1300,160,4,Inline
Alfa Romeo,2003,156 Sportwagon 1.9 JTD Multijet,Italy,Europe,Station Wagon,5,4,1400,140,4,Inline
Alfa Romeo,2002,156 Sportwagon 1.9 JTD,Italy,Europe,Station Wagon,5,4,1400,110,4,Inline
Alfa Romeo,2003,156 Sportwagon 1.9 JTD,Italy,Europe,Station Wagon,5,4,1400,110,4,Inline
Alfa Romeo,2000,156 Sportwagon 1.9 JTD,Italy,Europe,Station Wagon,5,4,1300,110,4,Inline
Alfa Romeo,2000,156 Sportwagon 1.8 Twin Spark 16v,Italy,Europe,Station Wagon,5,4,1300,150,4,Inline
Alfa Romeo,2002,156 Sportwagon 1.8 Twin Spark,Italy,Europe,Station Wagon,5,4,1300,140,4,Inline
Alfa Romeo,2003,156 Sportwagon 1.8 Twin Spark,Italy,Europe,Station Wagon,5,4,1300,140,4,Inline
Alfa Romeo,2000,156 Sportwagon 1.6 Twin Spark 16v,Italy,Europe,Station Wagon,5,4,1300,120,4,Inline
Alfa Romeo,2002,156 Sportwagon 1.6 Twin Spark,Italy,Europe,Station Wagon,5,4,1300,120,4,Inline
Alfa Romeo,2003,156 Sportwagon 1.6 Twin Spark,Italy,Europe,Station Wagon,5,4,1300,120,4,Inline
Alfa Romeo,2010,159 Sportwagon 2.0 JTDM,Italy,Europe,Station Wagon,5,5,1500,140,4,Inline
Aston Martin,2004,Vanquish S,British,Europe,Coupe,2,2,1900,530,12,V
Aston Martin,2004,Vanquish,British,Europe,Coupe,2,2,1800,470,12,V
Aston Martin,2000,V12 Vanquish,British,Europe,Coupe,2,2,1800,460,12,V
Aston Martin,2007,DBS,British,Europe,Coupe,2,2,1700,520,12,V
Aston Martin,2003,DB9 Automatic,British,Europe,Coupe,2,2,1800,460,12,V
Aston Martin,2008,DB9,British,Europe,Coupe,2,2,1800,480,12,V
Aston Martin,2003,DB9,British,Europe,Coupe,2,2,1700,460,12,V
Aston Martin,2002,DB7 GT,British,Europe,Coupe,2,2,1800,440,12,V
Aston Martin,2007,V8 Vantage N400 Sportshift,British,Europe,Coupe,2,2,1600,410,8,V
Aston Martin,2007,V8 Vantage N400,British,Europe,Coupe,2,2,1600,410,8,V
Aston Martin,2008,V8 Vantage,British,Europe,Coupe,2,2,1600,430,8,V
Aston Martin,2005,V8 Vantage,British,Europe,Coupe,2,2,1600,390,8,V
Aston Martin,2000,V8 Coupe,British,Europe,Coupe,2,2,2000,350,8,V
Aston Martin,2005,DB9 Volante Automatic,British,Europe,Coupe Soft Top,2,2,1900,460,12,V
Aston Martin,2002,DB7 Vantage Volante Automatic,British,Europe,Coupe Soft Top,2,2,1900,420,12,V
Aston Martin,2002,DB7 Vantage Volante,British,Europe,Coupe Soft Top,2,2,1900,420,12,V
Aston Martin,2000,V8 Volante,British,Europe,Coupe Soft Top,2,2,2100,350,8,V
Aston Martin,2006,V8 Vantage Roadster,British,Europe,Coupe Soft Top,2,2,1700,380,8,V
Aston Martin,2011,Cygnet,British,Europe,Hatchback ,3,4,1000,100,4,Inline
Audi,2003,Le Mans quattro,Germany,Europe,Coupe,2,2,1500,610,10,V
Audi,2006,R8 R-Tronic,Germany,Europe,Coupe,2,2,1600,420,8,V
Audi,2006,R8,Germany,Europe,Coupe,2,2,1600,420,8,V
Audi,2002,TT Coup?? 3.2 quattro DSG,Germany,Europe,Coupe,2,2,1500,250,6,V
Audi,2006,TT Coup?? 3.2 quattro Automatic,Germany,Europe,Coupe,2,2,1400,250,6,V
Audi,2002,TT Coup?? 3.2 quattro,Germany,Europe,Coupe,2,2,1500,250,6,V
Audi,2006,TT Coup?? 3.2 quattro,Germany,Europe,Coupe,2,2,1400,250,6,V
Audi,2008,TTS Coup?? DSG,Germany,Europe,Coupe,2,2,1400,270,4,Inline
Audi,2008,TTS Coup??,Germany,Europe,Coupe,2,2,1400,270,4,Inline
Audi,2005,TT quattro sport,Germany,Europe,Coupe,2,2,1400,240,4,Inline
Audi,2008,TT Coup?? 2.0 TFSI quattro,Germany,Europe,Coupe,2,2,1400,200,4,Inline
Audi,2006,TT Coup?? 2.0 TFSI Automatic,Germany,Europe,Coupe,2,2,1300,200,4,Inline
Audi,2006,TT Coup?? 2.0 TFSI,Germany,Europe,Coupe,2,2,1300,200,4,Inline
Audi,2008,TT Coup?? 2.0 TDI quattro,Germany,Europe,Coupe,2,2,1400,170,4,Inline
Audi,2005,TT Coup?? 1.8T Tiptronic,Germany,Europe,Coupe,2,2,1300,190,4,Inline
Audi,2005,TT Coup?? 1.8T quattro,Germany,Europe,Coupe,2,2,1400,190,4,Inline
Audi,2005,TT Coup?? 1.8T,Germany,Europe,Coupe,2,2,1300,190,4,Inline
Audi,2005,TT Coup?? 1.8T,Germany,Europe,Coupe,2,2,1300,160,4,Inline
Audi,2002,TT Coup?? 1.8T,Germany,Europe,Coupe,2,2,1300,150,4,Inline
Audi,2008,TT Coup?? 1.8 TFSI,Germany,Europe,Coupe,2,2,1200,160,4,Inline
Audi,2008,A5 2.0 TFSI quattro,Germany,Europe,Coupe,2,2,1500,210,4,Inline
Audi,2008,A5 2.0 TFSI,Germany,Europe,Coupe,2,2,1400,210,4,Inline
Audi,2008,A5 2.0 TDI,Germany,Europe,Coupe,2,2,1500,170,4,Inline
Audi,2007,A5 1.8 TFSI,Germany,Europe,Coupe,2,2,1400,170,4,Inline
Audi,2007,S5,Germany,Europe,Coupe,2,4,1600,350,8,V
Audi,2007,A5 3.2 FSI quattro,Germany,Europe,Coupe,2,4,1500,260,6,V
Audi,2007,A5 3.2 FSI,Germany,Europe,Coupe,2,4,1500,260,6,V
Audi,2007,A5 3.0 TDI quattro,Germany,Europe,Coupe,2,4,1600,240,6,V
Audi,2007,A5 2.7 TDI,Germany,Europe,Coupe,2,4,1600,190,6,V
Audi,2009,A5 2.0 TFSI Multitronic,Germany,Europe,Coupe,2,5,1500,180,4,Inline
Audi,2009,A5 2.0 TFSI,Germany,Europe,Coupe,2,5,1400,180,4,Inline
Audi,2009,A5 2.0 TDI quattro,Germany,Europe,Coupe,2,5,1500,170,4,Inline
Audi,2009,A5 Cabriolet 2.7 TDI Multitronic,Germany,Europe,Coupe,2,5,1800,190,6,Not Classified
Audi,2009,A5 3.2 FSI quattro S-Tronic,Germany,Europe,Coupe,2,5,1600,270,6,Not Classified
Audi,2009,A5 2.7 TDI Multitronic,Germany,Europe,Coupe,2,5,1600,190,6,Not Classified
Audi,2009,A5 2.7 TDI,Germany,Europe,Coupe,2,5,1600,190,6,Not Classified
Audi,2010,TT RS Coupe S-Tronic,Germany,Europe,Coupe,2,4,1500,340,5,Inline
Audi,2009,TT RS Coupe,Germany,Europe,Coupe,2,4,1500,340,5,Inline
Audi,2010,quattro concept,Germany,Europe,Coupe,2,4,1300,410,5,Inline
Audi,2010,TT Coupe 2.0 TFSI S-Tronic,Germany,Europe,Coupe,2,4,1300,210,4,Inline
Audi,2010,TT Coupe 2.0 TFSI quattro,Germany,Europe,Coupe,2,4,1400,210,4,Inline
Audi,2010,TT Coupe 2.0 TFSI,Germany,Europe,Coupe,2,4,1300,210,4,Inline
Audi,2010,TT Coupe 2.0 TDI quattro,Germany,Europe,Coupe,2,4,1400,170,4,Inline
Audi,2010,TT Coupe 1.8 TFSI,Germany,Europe,Coupe,2,4,1200,160,4,Inline
Audi,2011,A5 2.0 TFSI quattro S-Tronic,Germany,Europe,Coupe,2,4,1600,210,4,Inline
Audi,2011,A5 2.0 TDI Multitronic,Germany,Europe,Coupe,2,4,1600,180,4,Inline
Audi,2011,A5 2.0 TDI Multitronic,Germany,Europe,Coupe,2,4,1600,160,4,Inline
Audi,2011,A5 2.0 TDI,Germany,Europe,Coupe,2,4,1500,180,4,Inline
Audi,2011,A5 1.8 TFSI,Germany,Europe,Coupe,2,4,1500,170,4,Inline
Audi,2011,S5,Germany,Europe,Coupe,2,4,1800,330,6,Not Classified
Audi,2003,TT Roadster 3.2 quattro DSG,Germany,Europe,Coupe Soft Top,2,2,1600,250,6,V
Audi,2006,TT Roadster 3.2 quattro Automatic,Germany,Europe,Coupe Soft Top,2,2,1500,250,6,V
Audi,2003,TT Roadster 3.2 quattro,Germany,Europe,Coupe Soft Top,2,2,1600,250,6,V
Audi,2006,TT Roadster 3.2 quattro,Germany,Europe,Coupe Soft Top,2,2,1500,250,6,V
Audi,2008,TTS Roadster DSG,Germany,Europe,Coupe Soft Top,2,2,1500,270,4,Inline
Audi,2008,TTS Roadster,Germany,Europe,Coupe Soft Top,2,2,1500,270,4,Inline
Audi,2008,TT Roadster 2.0 TFSI quattro,Germany,Europe,Coupe Soft Top,2,2,1400,200,4,Inline
Audi,2006,TT Roadster 2.0 TFSI Automatic,Germany,Europe,Coupe Soft Top,2,2,1300,200,4,Inline
Audi,2006,TT Roadster 2.0 TFSI,Germany,Europe,Coupe Soft Top,2,2,1300,200,4,Inline
Audi,2008,TT Roadster 2.0 TDI quattro,Germany,Europe,Coupe Soft Top,2,2,1400,170,4,Inline
Audi,2005,TT Roadster 1.8T Tiptronic,Germany,Europe,Coupe Soft Top,2,2,1400,190,4,Inline
Audi,2005,TT Roadster 1.8T quattro,Germany,Europe,Coupe Soft Top,2,2,1500,190,4,Inline
Audi,2005,TT Roadster 1.8T,Germany,Europe,Coupe Soft Top,2,2,1300,190,4,Inline
Audi,2005,TT Roadster 1.8T,Germany,Europe,Coupe Soft Top,2,2,1300,160,4,Inline
Audi,2000,TT Roadster 1.8T,Germany,Europe,Coupe Soft Top,2,2,1300,150,4,Inline
Audi,2008,TT Roadster 1.8 TFSI,Germany,Europe,Coupe Soft Top,2,2,1300,160,4,Inline
Audi,2006,RS4 Cabriolet,Germany,Europe,Coupe Soft Top,2,4,1800,420,8,V
Audi,2005,A4 Cabriolet 3.2 FSI quattro Tiptronic,Germany,Europe,Coupe Soft Top,2,4,1700,260,6,V
Audi,2005,A4 Cabriolet 3.2 FSI quattro,Germany,Europe,Coupe Soft Top,2,4,1700,260,6,V
Audi,2005,A4 Cabriolet 3.2 FSI,Germany,Europe,Coupe Soft Top,2,4,1700,260,6,V
Audi,2005,A4 Cabriolet 3.0 TDI quattro Tiptronic,Germany,Europe,Coupe Soft Top,2,4,1800,230,6,V
Audi,2005,A4 Cabriolet 3.0 TDI quattro,Germany,Europe,Coupe Soft Top,2,4,1800,230,6,V
Audi,2005,A4 Cabriolet 2.0 TFSI,Germany,Europe,Coupe Soft Top,2,4,1600,200,4,Inline
Audi,2005,A4 Cabriolet 2.0 TDI,Germany,Europe,Coupe Soft Top,2,4,1600,140,4,Inline
Audi,2005,A4 Cabriolet 1.8T Multitronic,Germany,Europe,Coupe Soft Top,2,4,1600,160,4,Inline
Audi,2005,A4 Cabriolet 1.8T,Germany,Europe,Coupe Soft Top,2,4,1500,160,4,Inline
Audi,2007,A3 Cabriolet 2.0 TFSI,Germany,Europe,Coupe Soft Top,2,4,1500,200,4,Inline
Audi,2007,A3 Cabriolet 2.0 TDI S-Tronic,Germany,Europe,Coupe Soft Top,2,4,1500,140,4,Inline
Audi,2007,A3 Cabriolet 2.0 TDI,Germany,Europe,Coupe Soft Top,2,4,1500,140,4,Inline
Audi,2007,A3 Cabriolet 1.9 TDI,Germany,Europe,Coupe Soft Top,2,4,1400,110,4,Inline
Audi,2007,A3 Cabriolet 1.8 TFSI,Germany,Europe,Coupe Soft Top,2,4,1400,160,4,Inline
Audi,2009,A5 Cabriolet 2.0 TFSI quattro S-Tronic,Germany,Europe,Coupe Soft Top,2,5,1700,210,4,Inline
Audi,2009,A5 Cabriolet 2.0 TFSI Multitronic,Germany,Europe,Coupe Soft Top,2,5,1700,210,4,Inline
Audi,2009,A5 Cabriolet 2.0 TFSI,Germany,Europe,Coupe Soft Top,2,5,1700,180,4,Inline
Audi,2009,A5 Cabriolet 2.0 TFSI,Germany,Europe,Coupe Soft Top,2,5,1600,210,4,Inline
Audi,2009,A5 Cabriolet 2.0 TDI,Germany,Europe,Coupe Soft Top,2,5,1700,170,4,Inline
Audi,2009,A3 Cabriolet 1.6 TDI,Germany,Europe,Coupe Soft Top,2,5,1400,110,4,Inline
Audi,2009,A5 Cabriolet 3.2 FSI quattro,Germany,Europe,Coupe Soft Top,2,5,1800,270,6,Not Classified
Audi,2009,A5 Cabriolet 3.2 FSI,Germany,Europe,Coupe Soft Top,2,5,1700,270,6,Not Classified
Audi,2009,A5 Cabriolet 2.7 TDI,Germany,Europe,Coupe Soft Top,2,5,1800,190,6,Not Classified
Audi,2004,A4 Cabriolet 2.5 TDI Multitronic,Germany,Europe,Coupe Soft Top,2,5,1700,160,6,Not Classified
Audi,2004,A4 Cabriolet 2.5 TDI,Germany,Europe,Coupe Soft Top,2,5,1700,160,6,Not Classified
Audi,2010,TT RS Roadster S-Tronic,Germany,Europe,Coupe Soft Top,2,4,1500,340,5,Inline
Audi,2009,TT RS Roadster,Germany,Europe,Coupe Soft Top,2,4,1500,340,5,Inline
Audi,2010,TT Roadster 2.0 TFSI S-Tronic,Germany,Europe,Coupe Soft Top,2,4,1300,210,4,Inline
Audi,2010,TT Roadster 2.0 TFSI quattro,Germany,Europe,Coupe Soft Top,2,4,1400,210,4,Inline
Audi,2010,TT Roadster 2.0 TFSI,Germany,Europe,Coupe Soft Top,2,4,1300,210,4,Inline
Audi,2010,TT Roadster 2.0 TDI quattro,Germany,Europe,Coupe Soft Top,2,4,1400,170,4,Inline
Audi,2010,TT Roadster 1.8 TFSI,Germany,Europe,Coupe Soft Top,2,4,1300,160,4,Inline
Audi,2011,A5 Cabriolet 2.0 TFSI Multitronic,Germany,Europe,Coupe Soft Top,2,4,1800,210,4,Inline
Audi,2011,A5 Cabriolet 2.0 TFSI Multitronic,Germany,Europe,Coupe Soft Top,2,4,1700,210,4,Inline
Audi,2011,A5 Cabriolet 2.0 TDI,Germany,Europe,Coupe Soft Top,2,4,1700,180,4,Inline
Audi,2011,A5 Cabriolet 1.8 TFSI,Germany,Europe,Coupe Soft Top,2,4,1700,170,4,Inline
Audi,2010,A3 Cabriolet 1.2 TFSI,Germany,Europe,Coupe Soft Top,2,4,1400,110,4,Inline
Audi,2011,S5 Cabriolet,Germany,Europe,Coupe Soft Top,2,4,2000,330,6,Not Classified
Audi,2004,A3 Sportback 3.2 quattro DSG,Germany,Europe,Hatchback ,5,4,1600,250,6,V
Audi,2008,A3 Sportback 3.2 quattro,Germany,Europe,Hatchback ,5,4,1600,250,6,V
Audi,2004,A3 Sportback 3.2 quattro,Germany,Europe,Hatchback ,5,4,1500,250,6,V
Audi,2008,A3 3.2 quattro,Germany,Europe,Hatchback ,3,4,1500,250,6,V
Audi,2008,S3 Sportback,Germany,Europe,Hatchback ,5,4,1500,260,4,Inline
Audi,2006,S3 2.0 TFSI quattro,Germany,Europe,Hatchback ,3,4,1500,260,4,Inline
Audi,2008,S3,Germany,Europe,Hatchback ,3,4,1500,260,4,Inline
Audi,2000,S3,Germany,Europe,Hatchback ,3,4,1500,210,4,Inline
Audi,2002,S3,Germany,Europe,Hatchback ,3,4,1400,220,4,Inline
Audi,2008,A3 TDI clubsport quattro,Germany,Europe,Hatchback ,3,4,1500,220,4,Inline
Audi,2008,A3 Sportback 2.0 TFSI S-Tronic,Germany,Europe,Hatchback ,5,4,1400,200,4,Inline
Audi,2004,A3 Sportback 2.0 TFSI quattro,Germany,Europe,Hatchback ,5,4,1500,200,4,Inline
Audi,2008,A3 Sportback 2.0 TFSI quattro,Germany,Europe,Hatchback ,5,4,1500,200,4,Inline
Audi,2004,A3 Sportback 2.0 TFSI DSG,Germany,Europe,Hatchback ,5,4,1400,200,4,Inline
Audi,2008,A3 Sportback 2.0 TFSI,Germany,Europe,Hatchback ,5,4,1300,200,4,Inline
Audi,2008,A3 Sportback 2.0 TDI S-Tronic,Germany,Europe,Hatchback ,5,4,1400,140,4,Inline
Audi,2008,A3 Sportback 2.0 TDI quattro,Germany,Europe,Hatchback ,5,4,1500,170,4,Inline
Audi,2004,A3 Sportback 2.0 TDI DSG,Germany,Europe,Hatchback ,5,4,1400,140,4,Inline
Audi,2004,A3 Sportback 2.0 TDI,Germany,Europe,Hatchback ,5,4,1400,140,4,Inline
Audi,2008,A3 Sportback 2.0 TDI,Germany,Europe,Hatchback ,5,4,1400,140,4,Inline
Audi,2004,A3 Sportback 2.0 FSI Tiptronic,Germany,Europe,Hatchback ,5,4,1300,150,4,Inline
Audi,2004,A3 Sportback 2.0 FSI,Germany,Europe,Hatchback ,5,4,1300,150,4,Inline
Audi,2007,A3 Sportback 1.9 TDI e,Germany,Europe,Hatchback ,5,4,1300,110,4,Inline
